Epoch 1, Loss G:  1.5783,Loss D: -0.0318
Epoch 482, Loss G: -3.4830,Loss D: -0.1319
Epoch 483, Loss G: -3.6186,Loss D:  0.4811
Epoch 484, Loss G: -3.9112,Loss D: -0.2754
Epoch 485, Loss G: -3.9425,Loss D:  0.1761
Epoch 486, Loss G: -3.5311,Loss D:  0.2783
Epoch 487, Loss G: -4.0789,Loss D: -0.0404
Epoch 488, Loss G: -3.6924,Loss D:  0.6113
Epoch 489, Loss G: -4.2523,Loss D:  0.4785
Epoch 490, Loss G: -4.0769,Loss D:  0.1397
Epoch 491, Loss G: -3.8522,Loss D:  0.3412
Epoch 492, Loss G: -4.1769,Loss D:  0.0685
Epoch 493, Loss G: -4.0265,Loss D:  1.0508
Epoch 494, Loss G: -4.1824,Loss D:  0.3429
Epoch 495, Loss G: -4.0910,Loss D:  0.0844
Epoch 496, Loss G: -4.1398,Loss D: -0.2824
Epoch 497, Loss G: -4.5220,Loss D:  0.6256
Epoch 498, Loss G: -4.6864,Loss D: -0.1105
Epoch 499, Loss G: -4.7628,Loss D:  0.1196
Epoch 500, Loss G: -4.6492,Loss D: -0.0029
