Epoch 1, Loss G:  0.9971,Loss D: -0.0169
Epoch 482, Loss G: -3.4108,Loss D:  0.2390
Epoch 483, Loss G: -3.5166,Loss D: -0.2069
Epoch 484, Loss G: -3.6525,Loss D:  0.1632
Epoch 485, Loss G: -3.4315,Loss D: -0.1237
Epoch 486, Loss G: -3.9648,Loss D:  0.2553
Epoch 487, Loss G: -3.4327,Loss D:  0.0489
Epoch 488, Loss G: -3.9260,Loss D:  0.3592
Epoch 489, Loss G: -3.6040,Loss D:  0.1924
Epoch 490, Loss G: -3.3940,Loss D:  0.2644
Epoch 491, Loss G: -3.5903,Loss D:  0.1761
Epoch 492, Loss G: -3.6165,Loss D: -0.1006
Epoch 493, Loss G: -3.3859,Loss D:  0.2334
Epoch 494, Loss G: -3.4299,Loss D: -0.1648
Epoch 495, Loss G: -3.6070,Loss D:  0.1653
Epoch 496, Loss G: -3.1904,Loss D:  0.0349
Epoch 497, Loss G: -3.6169,Loss D:  0.0744
Epoch 498, Loss G: -3.5998,Loss D: -0.3668
Epoch 499, Loss G: -3.5721,Loss D: -0.5036
Epoch 500, Loss G: -3.4922,Loss D: -0.4334
 
