Epoch 1, Loss G:  1.3594,Loss D: -0.0439
Epoch 482, Loss G: -3.0442,Loss D: -0.6533
Epoch 483, Loss G: -2.9927,Loss D:  0.0588
Epoch 484, Loss G: -2.9835,Loss D:  0.1509
Epoch 485, Loss G: -3.0048,Loss D: -0.1512
Epoch 486, Loss G: -3.2515,Loss D: -0.1868
Epoch 487, Loss G: -2.9639,Loss D: -0.3089
Epoch 488, Loss G: -3.5023,Loss D:  0.1140
Epoch 489, Loss G: -3.2467,Loss D: -0.0433
Epoch 490, Loss G: -3.5046,Loss D:  0.2285
Epoch 491, Loss G: -3.6840,Loss D:  0.1095
Epoch 492, Loss G: -3.0105,Loss D: -0.0046
Epoch 493, Loss G: -3.5808,Loss D: -0.0920
Epoch 494, Loss G: -3.7594,Loss D: -0.1098
Epoch 495, Loss G: -3.5512,Loss D: -0.8010
Epoch 496, Loss G: -3.5151,Loss D: -0.2553
Epoch 497, Loss G: -3.0440,Loss D:  0.0817
Epoch 498, Loss G: -3.3700,Loss D: -0.5488
Epoch 499, Loss G: -3.2048,Loss D: -0.5069
Epoch 500, Loss G: -3.4740,Loss D: -0.3332
Epoch 501, Loss G: -3.6245,Loss D: -0.4281
Epoch 502, Loss G: -3.2628,Loss D: -0.7720
Epoch 503, Loss G: -3.4020,Loss D:  0.0229
Epoch 504, Loss G: -4.1425,Loss D: -0.8844
Epoch 505, Loss G: -3.6464,Loss D:  0.0884
Epoch 506, Loss G: -3.6274,Loss D:  0.3285
Epoch 507, Loss G: -3.7711,Loss D:  0.5720
Epoch 508, Loss G: -3.7811,Loss D: -0.0279
Epoch 509, Loss G: -3.8993,Loss D: -0.0556
Epoch 510, Loss G: -4.1366,Loss D:  0.7448
Epoch 511, Loss G: -4.0272,Loss D:  0.2187
Epoch 512, Loss G: -3.6244,Loss D:  0.1829
Epoch 513, Loss G: -3.6947,Loss D: -0.2303
Epoch 514, Loss G: -3.2988,Loss D:  0.3160
Epoch 515, Loss G: -3.3630,Loss D: -0.3641
Epoch 516, Loss G: -3.3333,Loss D: -0.4621
Epoch 517, Loss G: -2.9084,Loss D: -0.3027
Epoch 518, Loss G: -2.6680,Loss D:  0.0071
Epoch 519, Loss G: -3.0097,Loss D: -0.6997
Epoch 520, Loss G: -2.7220,Loss D: -0.3821
Epoch 521, Loss G: -2.7243,Loss D: -0.7221
Epoch 522, Loss G: -2.5822,Loss D: -0.4837
Epoch 523, Loss G: -2.7943,Loss D: -0.1414
Epoch 524, Loss G: -2.4763,Loss D: -0.2577
Epoch 525, Loss G: -2.2021,Loss D: -0.3596
Epoch 526, Loss G: -2.5913,Loss D: -0.3720
Epoch 527, Loss G: -2.7705,Loss D:  0.3993
Epoch 528, Loss G: -2.6169,Loss D: -0.0515
Epoch 529, Loss G: -2.4318,Loss D:  0.4440
Epoch 530, Loss G: -2.6765,Loss D: -0.0064
Epoch 531, Loss G: -2.5264,Loss D:  0.3316
Epoch 532, Loss G: -2.7880,Loss D: -0.2939
Epoch 533, Loss G: -2.8272,Loss D: -0.0993
Epoch 534, Loss G: -2.6786,Loss D: -0.6043
Epoch 535, Loss G: -2.5282,Loss D: -0.2658
Epoch 536, Loss G: -2.8142,Loss D: -0.2743
Epoch 537, Loss G: -2.7315,Loss D: -0.4930
Epoch 538, Loss G: -3.0672,Loss D: -0.8590
Epoch 539, Loss G: -3.2230,Loss D: -0.2336
Epoch 540, Loss G: -2.8080,Loss D:  0.0502
Epoch 541, Loss G: -3.0022,Loss D:  0.3617
Epoch 542, Loss G: -3.2772,Loss D: -0.1986
Epoch 543, Loss G: -3.3168,Loss D: -0.7570
Epoch 544, Loss G: -3.7259,Loss D: -0.3289
Epoch 545, Loss G: -3.6585,Loss D: -0.2345
Epoch 546, Loss G: -3.3633,Loss D: -0.2642
Epoch 547, Loss G: -3.6382,Loss D: -0.9093
Epoch 548, Loss G: -3.7128,Loss D:  0.1702
Epoch 549, Loss G: -3.1794,Loss D: -0.0896
Epoch 550, Loss G: -3.1023,Loss D: -0.4287
Epoch 551, Loss G: -3.1838,Loss D: -0.1873
Epoch 552, Loss G: -3.0085,Loss D: -0.3654
Epoch 553, Loss G: -3.1455,Loss D: -0.6273
Epoch 554, Loss G: -2.5942,Loss D: -0.3123
Epoch 555, Loss G: -2.5926,Loss D: -0.2882
Epoch 556, Loss G: -2.2909,Loss D: -0.0101
Epoch 557, Loss G: -2.5077,Loss D:  0.0506
Epoch 558, Loss G: -3.0197,Loss D:  0.0762
Epoch 559, Loss G: -2.6511,Loss D: -0.0524
Epoch 560, Loss G: -2.5772,Loss D: -0.5523
Epoch 561, Loss G: -2.7520,Loss D: -0.3335
Epoch 562, Loss G: -2.8141,Loss D: -0.1662
Epoch 563, Loss G: -2.7218,Loss D: -0.2388
Epoch 564, Loss G: -2.1308,Loss D: -0.5442
Epoch 565, Loss G: -2.5913,Loss D: -0.1710
Epoch 566, Loss G: -2.1302,Loss D: -0.7774
Epoch 567, Loss G: -2.2604,Loss D: -0.1070
Epoch 568, Loss G: -2.9405,Loss D: -0.3750
Epoch 569, Loss G: -2.8993,Loss D: -0.4328
Epoch 570, Loss G: -2.7423,Loss D: -0.4262
Epoch 571, Loss G: -2.9299,Loss D: -0.4402
Epoch 572, Loss G: -2.8786,Loss D: -0.6748
Epoch 573, Loss G: -3.0094,Loss D:  0.2240
Epoch 574, Loss G: -2.2969,Loss D:  0.2245
Epoch 575, Loss G: -2.9462,Loss D: -0.1369
Epoch 576, Loss G: -2.5651,Loss D:  0.0577
Epoch 577, Loss G: -2.3515,Loss D: -0.2519
Epoch 578, Loss G: -2.9495,Loss D: -0.0571
Epoch 579, Loss G: -3.0901,Loss D: -0.6426
Epoch 580, Loss G: -2.8584,Loss D: -0.1029
Epoch 581, Loss G: -2.9720,Loss D:  0.0242
Epoch 582, Loss G: -2.6062,Loss D: -0.8817
Epoch 583, Loss G: -2.5057,Loss D: -0.4277
Epoch 584, Loss G: -2.0151,Loss D: -0.5193
Epoch 585, Loss G: -2.0183,Loss D: -0.2589
Epoch 586, Loss G: -1.8000,Loss D: -0.7966
Epoch 587, Loss G: -1.9185,Loss D: -0.4774
Epoch 588, Loss G: -1.9233,Loss D: -0.2564
Epoch 589, Loss G: -2.0960,Loss D: -0.3915
Epoch 590, Loss G: -1.5648,Loss D: -0.4534
Epoch 591, Loss G: -2.2363,Loss D: -0.0263
Epoch 592, Loss G: -2.3127,Loss D: -0.5401
Epoch 593, Loss G: -2.1895,Loss D: -0.1569
Epoch 594, Loss G: -2.3757,Loss D:  0.2024
Epoch 595, Loss G: -2.3633,Loss D:  0.4146
Epoch 596, Loss G: -2.6356,Loss D: -0.0917
Epoch 597, Loss G: -2.9729,Loss D:  0.6299
Epoch 598, Loss G: -2.7661,Loss D:  0.7061
Epoch 599, Loss G: -2.5622,Loss D:  0.4890
Epoch 600, Loss G: -2.5927,Loss D: -0.4286
